sentence_id,l1,cefr,cefr_numeric,topic,grade,wordcount,nationality,text,target_word
1504,French,B2,4.0,Finding a home for a wealthy client,80.0,138.0,fr,"-The graph of the National Sales show a siginificant increase before a significant decrease. Seeing in details, we notice those sales increase gradually from 2004 to 2005, then stay steady. A sharp growth happens in 2006 until middle of 2007, followed by an unexpected fell. Since middle of 2007, national sales decrease slitghtly. -The graph of the Internationnal sales seems like a stairway. It rose sharply during the first semester of 2004, then slowly untill middle of 2005, where we had an dramatic decrease. We had after a steady level untill 2007, and the same sudden fell in the firts months of 2007, before again a steady level.  -To compare both lines, we could say that International sales are the double of the national sales in 2005. And, it's the contrary in 2008. They are equialent in 2006.",increase
1504,French,B2,4.0,Finding a home for a wealthy client,80.0,138.0,fr,"-The graph of the National Sales show a siginificant increase before a significant decrease. Seeing in details, we notice those sales increase gradually from 2004 to 2005, then stay steady. A sharp growth happens in 2006 until middle of 2007, followed by an unexpected fell. Since middle of 2007, national sales decrease slitghtly. -The graph of the Internationnal sales seems like a stairway. It rose sharply during the first semester of 2004, then slowly untill middle of 2005, where we had an dramatic decrease. We had after a steady level untill 2007, and the same sudden fell in the firts months of 2007, before again a steady level.  -To compare both lines, we could say that International sales are the double of the national sales in 2005. And, it's the contrary in 2008. They are equialent in 2006.",significant
1504,French,B2,4.0,Finding a home for a wealthy client,80.0,138.0,fr,"-The graph of the National Sales show a siginificant increase before a significant decrease. Seeing in details, we notice those sales increase gradually from 2004 to 2005, then stay steady. A sharp growth happens in 2006 until middle of 2007, followed by an unexpected fell. Since middle of 2007, national sales decrease slitghtly. -The graph of the Internationnal sales seems like a stairway. It rose sharply during the first semester of 2004, then slowly untill middle of 2005, where we had an dramatic decrease. We had after a steady level untill 2007, and the same sudden fell in the firts months of 2007, before again a steady level.  -To compare both lines, we could say that International sales are the double of the national sales in 2005. And, it's the contrary in 2008. They are equialent in 2006.",since
1505,French,B2,4.0,Writing an advertising blurb,95.0,106.0,fr,"Let me tell us about the new self-helped book "" How to Make a Career out of Courage "" by Judith's Wight's. The strength of this book is that it helps workers to consider what interest they find in their profession or could find in another one. The weakness of this book is that it's not very realistic in the context of crisis and difficulties to get a work. But finally, it will help some people to change a difficult work which is boring with another which will be more exciting ! It claims that the search for the perfect career is a lot easier that it seems !",consider
1508,French,B2,4.0,Attending a leadership course,90.0,128.0,fr,"In my office, I was always working very hard and I didn't have any promotion! One day, I needed some advice of other colleague. Her desk was near the director's desk and she was very appreciated by him. She told me I would meet the director to tell him my request. So, I did! I was very satisfied because he received me very well and listened to me with attention. So, he gave me a positive answer. I was very happy and I thanked him for his great help. In the same time, I decided to show better all that I was doing in my work and explain with more and more details to value my goals. It was successful! What wasn't my surprise when he promoted me!",request
1509,French,B2,4.0,Setting rules for social networking,80.0,211.0,fr,"I'm a young entrepreneur. I'm just 27 years old and I've just finished my studies in Management. I love read books, newspapers. Before, I bought so much books in libraries when I wanted to read one. I went to the library with my car and bought the book I needed. And after came back home. It took me a lot of time to get a book or a journal I needed to read. But since I've bought a tablet, I feel like all is now easier. For be informed about the economic situation, the companies situations, or the political situation where I project to invest around the world, I need to get some informations as quickly as possible. Before when I went to the kiosk to get a newspaper or a business magazine, that took me a lot of time. And now with my tablet, I just have to click on an icone in the screen of my tablet and, without taking time to go to the kiosk, I have my journal or my mazagine in my tablet and I can read it immediatly. What took me ten minutes before, takes me now just hum... one minute.%% I enjoy how the media with technology get us the life easier than before.",inform
1509,French,B2,4.0,Setting rules for social networking,80.0,211.0,fr,"I'm a young entrepreneur. I'm just 27 years old and I've just finished my studies in Management. I love read books, newspapers. Before, I bought so much books in libraries when I wanted to read one. I went to the library with my car and bought the book I needed. And after came back home. It took me a lot of time to get a book or a journal I needed to read. But since I've bought a tablet, I feel like all is now easier. For be informed about the economic situation, the companies situations, or the political situation where I project to invest around the world, I need to get some informations as quickly as possible. Before when I went to the kiosk to get a newspaper or a business magazine, that took me a lot of time. And now with my tablet, I just have to click on an icone in the screen of my tablet and, without taking time to go to the kiosk, I have my journal or my mazagine in my tablet and I can read it immediatly. What took me ten minutes before, takes me now just hum... one minute.%% I enjoy how the media with technology get us the life easier than before.",since
1510,French,B2,4.0,Reviewing a self-help book,100.0,194.0,fr,"Antismoking efforts are hard to avoid nowadays in France. Since 5 years, it's not allowed to smoke in a public place. Smoking in a bar, a restaurant is prohibited. If the regulations were violated, smokers faced a fine of 68 euros. From a political point of view, this law had good intentions: to protect all the citizen from an dangerous atmosphere. We breathe better. Non-smokers are happy: they win:""it stinks of tobacco in here"" they used to say. It's finished, pubs smell good, an so healthy air that a baby could have his night there. Even when it's raining, smokers goes out, in front of the bar or restaurant to continue to puff on their cigarettes. During the evening, every time we want to smoke, we quit the table, we get dressed again. New laws, new habits. A kind of smoker's brotherhood exists on sidewalks in the night: conviviality is not inside but outside! If you ask me, I love to light up when I have a drink in hand and it's more complicated, less comfortable now. In fact, going out ""somewhere"" it's to stay up in the street and the cold.",place
1510,French,B2,4.0,Reviewing a self-help book,100.0,194.0,fr,"Antismoking efforts are hard to avoid nowadays in France. Since 5 years, it's not allowed to smoke in a public place. Smoking in a bar, a restaurant is prohibited. If the regulations were violated, smokers faced a fine of 68 euros. From a political point of view, this law had good intentions: to protect all the citizen from an dangerous atmosphere. We breathe better. Non-smokers are happy: they win:""it stinks of tobacco in here"" they used to say. It's finished, pubs smell good, an so healthy air that a baby could have his night there. Even when it's raining, smokers goes out, in front of the bar or restaurant to continue to puff on their cigarettes. During the evening, every time we want to smoke, we quit the table, we get dressed again. New laws, new habits. A kind of smoker's brotherhood exists on sidewalks in the night: conviviality is not inside but outside! If you ask me, I love to light up when I have a drink in hand and it's more complicated, less comfortable now. In fact, going out ""somewhere"" it's to stay up in the street and the cold.",prohibit
1510,French,B2,4.0,Reviewing a self-help book,100.0,194.0,fr,"Antismoking efforts are hard to avoid nowadays in France. Since 5 years, it's not allowed to smoke in a public place. Smoking in a bar, a restaurant is prohibited. If the regulations were violated, smokers faced a fine of 68 euros. From a political point of view, this law had good intentions: to protect all the citizen from an dangerous atmosphere. We breathe better. Non-smokers are happy: they win:""it stinks of tobacco in here"" they used to say. It's finished, pubs smell good, an so healthy air that a baby could have his night there. Even when it's raining, smokers goes out, in front of the bar or restaurant to continue to puff on their cigarettes. During the evening, every time we want to smoke, we quit the table, we get dressed again. New laws, new habits. A kind of smoker's brotherhood exists on sidewalks in the night: conviviality is not inside but outside! If you ask me, I love to light up when I have a drink in hand and it's more complicated, less comfortable now. In fact, going out ""somewhere"" it's to stay up in the street and the cold.",since
1511,French,B2,4.0,Proofreading an article,80.0,190.0,fr,"There are a lot of situation which are so awkward in life but if I have to pick one, I would speak about the party we had with Felicie and Pablo. At that time they were still together because now they broke up. It was in the winter time, six people were invited, in fact three couples. We started with appetizer and had a drink. But the situation quickly became awkward. Felicie was everytime very rude with Pablo, telling him very offensive things. For example she criticized the clothes he wears, the movie he likes to watch, the music he enjoys listening and last but not least said horrible things about his physical appearance. The other people, my wife and I had been so embarrassed that we had had just one desire: to escape. We didnt want to be rude with Pablo so we  stayed but it was very difficult to feel comfortable in that kind of situation. Finally, one years later they decided to break up and today I really think that it was the best solution for them. I hope we wont live again a party like that.",desire
1512,French,B2,4.0,Helping a coworker deal with a phobia,95.0,107.0,fr,"Change your taste with the newfangled Transformer Translator!It's a magic device capable translate 500 everyday phrases into 5O languages, there's also a function of currency converter,a world time zone check,an international radio receiver , and a pedometer! So if you need to make vast range of things simultaneously,then this is toy for you. Do it's light to carry around ,and light on the pocket book too.As it's mid range price ,it may be the the most cost-effective on the market and more amazing-it'll correct your prononciation in 50 languages!It's possible to have a permanent teacher before your eyes. It's wonderful!",function
1513,French,B2,4.0,Doing a survey about discrimination,80.0,123.0,fr,"Is gender equality exist in France in 2014? I don't think so, in my country, there still are gender differences. Although, times are changed. The most important difference is between men and women's salery. Men win 10% more than women to the same work. I think that, same work, same salery. However, of course, men and women can't doing all the same job. There are physical differences who can't be changed. On the physical side, gender equality is not important because it's a fact, even if there are exceptions, I guess. Nowadays, roles between males and females are shared. The man takes care about his children, as the woman. He cookes too. I think equality can be improve, more over in the minds.",however
1514,French,B2,4.0,Proofreading an article,90.0,169.0,fr,"Last year,mid June,  it was a week day, I was wainting for my 8.10 train, for unknown reason this train was concealed a the very last moment. The next one scheduled 10 minutes later, was fully packed. I jumped on it but no more free avaible seat so I stood in the middle of the carriage with no possiblitily to grap me somewhere in case of a sudden tremor. Then with no understanding reason the train stopped suddenly the driver used his brakes fiercely, all of us in the middle felt,many were scared some screamed, others got a fit of giggles the situation was awkward but also funny, anybody was hurt just few bruises, and dust on clothes. Most of the people in the middle of the carriage were teenagers, students. Once up the train started again, the driver apologizes and said through his microphone the problem was because a fire on the tracks. We arrive to the terminus 20 minutes later all in good shape.",arrive
1515,French,B2,4.0,Applying to be a fitness trainer,90.0,187.0,fr,"Hi Carrie, You missed the presentation of John that candidates on the new CEO position and I would like you give you my impressions on his speech. First, he gave a survey on his previous research topics and one thing he did well was to situate his work among the domain of work and compare it with other approaches. I had to admire his pedagogy when presenting a very simple graphic that summarize a non trivial research area. Then he gradually explained the specificity of his work and finally presented his algorithms that seem very innovative. However I have not be convinced by his speaking ability, too familarly most of the time for a future CEO. I also found his presentation too much technical such that most of the audience didn't understand the key points. I would have preferred that he presented how he would manage the institute when coming at the head of the team and how he could help people work together despite their various research themes. He did it at the end but it was so simplistic that he didn't convinced me at all.",however
1516,French,B2,4.0,Turning down an invitation,95.0,206.0,fr,"Hello Harry, When you travel in the South West of France and arrive to Arcachon, you will be invited for a dinner by a few friends of mine. I understand that you are a trifle puzzled because each country has its own etiquette but don't worry. Staple rules are the same all over the world. Therefore, I just will give you some advices about a few manners which are perhaps specific for French people. First, you must arrive on time, neither earlier, nor later. As you know, a little gift from South Africa will be appreciated by your host; if they have children, don't forget that parents always like when guests have a thought for them. During the dinner, you will be in danger to be surprised by the food because eating habits are different, but don't bother! If your host serve a typical-like meal, for example oysters ( a speciality of Arcachon), he will know that it's really special and tell you that you may eat no one. Nevertheless, if you can, taste them: he will be happy by seeing that you are interested in our local food. In a nutshell, the golden rule consists in traveling being open minded and showing interest toward others.%%",arrive
1516,French,B2,4.0,Turning down an invitation,95.0,206.0,fr,"Hello Harry, When you travel in the South West of France and arrive to Arcachon, you will be invited for a dinner by a few friends of mine. I understand that you are a trifle puzzled because each country has its own etiquette but don't worry. Staple rules are the same all over the world. Therefore, I just will give you some advices about a few manners which are perhaps specific for French people. First, you must arrive on time, neither earlier, nor later. As you know, a little gift from South Africa will be appreciated by your host; if they have children, don't forget that parents always like when guests have a thought for them. During the dinner, you will be in danger to be surprised by the food because eating habits are different, but don't bother! If your host serve a typical-like meal, for example oysters ( a speciality of Arcachon), he will know that it's really special and tell you that you may eat no one. Nevertheless, if you can, taste them: he will be happy by seeing that you are interested in our local food. In a nutshell, the golden rule consists in traveling being open minded and showing interest toward others.%%",perhaps
1516,French,B2,4.0,Turning down an invitation,95.0,206.0,fr,"Hello Harry, When you travel in the South West of France and arrive to Arcachon, you will be invited for a dinner by a few friends of mine. I understand that you are a trifle puzzled because each country has its own etiquette but don't worry. Staple rules are the same all over the world. Therefore, I just will give you some advices about a few manners which are perhaps specific for French people. First, you must arrive on time, neither earlier, nor later. As you know, a little gift from South Africa will be appreciated by your host; if they have children, don't forget that parents always like when guests have a thought for them. During the dinner, you will be in danger to be surprised by the food because eating habits are different, but don't bother! If your host serve a typical-like meal, for example oysters ( a speciality of Arcachon), he will know that it's really special and tell you that you may eat no one. Nevertheless, if you can, taste them: he will be happy by seeing that you are interested in our local food. In a nutshell, the golden rule consists in traveling being open minded and showing interest toward others.%%",therefore
1517,French,B2,4.0,Finding a home for a wealthy client,95.0,123.0,fr,"When I was young, I have always wanted to be a surfer, with the long blond haircut, tatoos, muscle. But I am not blond at all, actually brown, and  needles make me scared that's why I don't have any tatoos. Nevertheless, I couldn't envisage my life without trying my old and so pure teenage dream. Therefore, I have started lessons during summer, and step by step, day by day, my will was getting true. After, I have always wanted more, biggest wave, better surfboard, longer haircut. I had a terrible accident which broke my legs and also my heart, because the doctors said that I mustn't take back surf anymore. What a bad dream, fortunately I woke up before my legs surgical operation",therefore
1518,French,B2,4.0,Helping a friend find a job,95.0,91.0,fr,"I was responsible for the coordination between several teams  for the development of a software. The operational officer presented his requests : a reliable product, with no bugs and which works quickly. They didn't have time to lose because of a lack of IT efficiency. But the accountant warned us about the costs' limits : we had to respect the budget granted for these suppliers ! That's why I proposed to automate only the essential tasks, and to carry out manually all the other works. The CEO and the other members accepted my proposal.",accept
1518,French,B2,4.0,Helping a friend find a job,95.0,91.0,fr,"I was responsible for the coordination between several teams  for the development of a software. The operational officer presented his requests : a reliable product, with no bugs and which works quickly. They didn't have time to lose because of a lack of IT efficiency. But the accountant warned us about the costs' limits : we had to respect the budget granted for these suppliers ! That's why I proposed to automate only the essential tasks, and to carry out manually all the other works. The CEO and the other members accepted my proposal.",request
1519,French,B2,4.0,Helping a friend find a job,90.0,84.0,fr,"Meeting: 20 - Sept, 2013 Place : Paris's Office People who assist the meeting : CF (CEO), FR (COO), DB (Secretary), ML (Share older) Topic: New sponsors for 2014 As we need to improve the technologic research department, we need a new sponsor for 2014. New potential sponsors are from Japan (Mr XX, CEO of XX) and Brasil (Mr XY, private), in adequation with our team members, the board decide to choose Mr XX as an opportunity to develop business projects in Japan in a second time.",assist
1519,French,B2,4.0,Helping a friend find a job,90.0,84.0,fr,"Meeting: 20 - Sept, 2013 Place : Paris's Office People who assist the meeting : CF (CEO), FR (COO), DB (Secretary), ML (Share older) Topic: New sponsors for 2014 As we need to improve the technologic research department, we need a new sponsor for 2014. New potential sponsors are from Japan (Mr XX, CEO of XX) and Brasil (Mr XY, private), in adequation with our team members, the board decide to choose Mr XX as an opportunity to develop business projects in Japan in a second time.",place
1520,French,B2,4.0,Doing a survey about discrimination,95.0,103.0,fr,"What roles do males and females have in my country, I mean, in France? I think relationships between men and women exist with no contentious, in France. Of course, male chauvinism appears sometimes, but generally, males and females share tasks at home. No need having written rules, nor strict agendas. They are compatible and accept to change their role if it's necessary, but the problem is elsewhere. If you look at a picture of parliment. You can see the women are under-represented. A shame! A lot of improvements would be necessary to obtain an equal representation  males/females in high responsability jobs.",accept
1520,French,B2,4.0,Doing a survey about discrimination,95.0,103.0,fr,"What roles do males and females have in my country, I mean, in France? I think relationships between men and women exist with no contentious, in France. Of course, male chauvinism appears sometimes, but generally, males and females share tasks at home. No need having written rules, nor strict agendas. They are compatible and accept to change their role if it's necessary, but the problem is elsewhere. If you look at a picture of parliment. You can see the women are under-represented. A shame! A lot of improvements would be necessary to obtain an equal representation  males/females in high responsability jobs.",appear
1520,French,B2,4.0,Doing a survey about discrimination,95.0,103.0,fr,"What roles do males and females have in my country, I mean, in France? I think relationships between men and women exist with no contentious, in France. Of course, male chauvinism appears sometimes, but generally, males and females share tasks at home. No need having written rules, nor strict agendas. They are compatible and accept to change their role if it's necessary, but the problem is elsewhere. If you look at a picture of parliment. You can see the women are under-represented. A shame! A lot of improvements would be necessary to obtain an equal representation  males/females in high responsability jobs.",obtain
1522,French,B2,4.0,Doing a survey about discrimination,95.0,150.0,fr,"Who could say why there are still so many gender differences in France in 2013? The most visible gender difference is still at work. Most women work today but is is still difficult for them to reach the same level in the hierarchy and to have the same salary for an equal job. Mentality has changed of course. But most women have to take care of their children and it is not easy for them to invest themselves at work as much as men. Nowadays, women have more freedom but as a consequency, there are more and more women who are raising their children alone and are more prone to insecurity. However, which women would like to go back in the 1990s? Today, there are gender equality in the studies and women have much more opportunities than before. Gender differences are decreasing but there are still much room for improvements.",however
1523,French,B2,4.0,Helping a friend find a job,70.0,92.0,fr,"The purpose of the meeting was to tackle the main issue with Sunset: communication. The CEO asked for solutions. Someone suggested that a new CEO or CFO was a good start. The CFO totally disagreed on that, and so did the COO. However, one executive came up with the idea of communication training, not to take their morale down. The CFO proposed to take this idea one step further and to bring some Sunset's managers over here in order to build relationships with them. They all agreed on this and the CEO",however
1524,French,B2,4.0,Applying to be a fitness trainer,95.0,146.0,fr,"I took the floor in a medical congress to present a new organisational method to bring some help to patients. I had fifteen minutes to present 5 slides. I began with a joke about the place where the congress were. Then, I presentes myself and the three points that I was going to talk about : the key issues, how is working this new organisation, and the first results. I told the congressmates to keep their questions for the end of the presentation. After that, I went on with the slides and explain the differents points. I took care with my speed speech, because I knew I use to speak to fast. I pause sometimes after some important issue to be more compelling. After the last slide presenting a chart of the first results, I told they could ask any questions they would now or by mail.",place
1527,French,B2,4.0,Entering a writing competition,80.0,192.0,fr,"Nowadays, if we want to be succesful, I think we have to work in teams. So the first thing is to build an effective team. How to build it? First we have to look for the good manager. A good manager is a person who can effectively listen to all members, discuss with all of them and bring up the better of each one. He must be impressive and a good communicator. He must analyse each idea and try to incorporate some of them in the company project.  He must keep in touch with all the team members but be careful: too many mails, too many meetings, too many calls can make the members boring. The contacts between each other must be precise, useful and short. . Each team member has different and unique skills. The main role for the manager is to discover what each team member can do. On the other hand the team members must commit to the project. To end, I think the leader must find ways after work to socialize with everyone, to make the members feeling as a family. Why not create team buildings outside the company?",discuss
1528,French,B2,4.0,Turning down an invitation,95.0,195.0,fr,"In France, it's a tradition to invite people for a meal or a party. To make a first good impression, people are supposed to bring wine or flowers. You should also wait to eat until your hosts seat and start eating. It's very important, even if it seems obvious, not to speak the mouth full. In my country the meal is very important. For us it's a time where we can share thoughts, discuss with our family, have a good time. So if you or your child get up without saying the reason, or for the children without asking for an autorisation, it could appear very rude for the other guests. And if you want to show how respectful are your children, it's important to make them follow this advice. If you don't like what is in your plate, it's better to say that you can't eat because for example ""I'm sorry but I can't digest that"" than to say I don't like it. And the better way to please your host, is to eat the meal without saying anything, mostly when you don't like it. Last but not least, smile and enjoy the party.%%",appear
1528,French,B2,4.0,Turning down an invitation,95.0,195.0,fr,"In France, it's a tradition to invite people for a meal or a party. To make a first good impression, people are supposed to bring wine or flowers. You should also wait to eat until your hosts seat and start eating. It's very important, even if it seems obvious, not to speak the mouth full. In my country the meal is very important. For us it's a time where we can share thoughts, discuss with our family, have a good time. So if you or your child get up without saying the reason, or for the children without asking for an autorisation, it could appear very rude for the other guests. And if you want to show how respectful are your children, it's important to make them follow this advice. If you don't like what is in your plate, it's better to say that you can't eat because for example ""I'm sorry but I can't digest that"" than to say I don't like it. And the better way to please your host, is to eat the meal without saying anything, mostly when you don't like it. Last but not least, smile and enjoy the party.%%",discuss
1529,French,B2,4.0,Requesting a bank loan,90.0,117.0,fr,"I don't have a lot of  cash but I'm getting by. The biggest part of my monthly expenses is to reimburse the mortgage and the utilities bills for electricity, water, taxes. The second part is for my horse. Indeed, he lives in the stables and I have to pay his rent ! It is expensive enough and it increases faster than the cost of living. The third part is all the outgoings for ma car. I do many kilometers every day for my job. So, I have many big bills from the garage owner ! Finally, I have to pay food and all the stuff for everyday. At the end of the month, I wait with impatience my salary !",increase
1530,French,B2,4.0,Helping a coworker deal with a phobia,95.0,157.0,fr,"The increase of technology in our lives this last years has completely changed our way of life: even in a restaurant or during some important event you stay connected and focused on your smartphones, watching the news, sending sms, reading your emails.. There were supposed to allow us to have a more social life, but the fact is that we are now so dependent of this machines and of internet that we are not preoccupied anymore of the real life: meeting new people face to face, enjoying a discussion without looking at your phone every two minutes, find your way without a GPS, reading newspapers instead of an application from a newspaper... We forgot how to stay connected to real people in the real life. At the end in one way technology has helped us, on the other hand, it had make us completely dependant on something we might not be able to control anymore on day.",increase
1531,French,B2,4.0,Applying to be a fitness trainer,90.0,180.0,fr,"I recently attended a presentation about the urban development in France.The presenter was the former mayor of Dijon, an important city in France. He was an excellent speaker, like most of the politicians. He spoked , without staring at his notes and looked at people around all the time.His opening was excellent. His first joke, wich worked well was tremendous to grab attention and he gave the audience a very clear plan. On the other hand, he did'nt emphasized enough his main ideas. One thing he could have done differently was to release more facts and figures. He remained at a level of generality. If he had given us more examples, more visuals, or more charts, we would have better remember his main ideas.  As he developped the consequences of urban deccay an the positive perspectives of urban renovation, he delivered a boring speech, without real cities of flesh and blood.I'm still not sure to have understood the purpose of his statement. In the conclusion, he failed to summarize her keypoints.I'm not sure we learned a lot.",remain
1532,French,B2,4.0,Doing a survey about discrimination,80.0,133.0,fr,"In my country of origin there still are enormous differences between genders. It is about an ex-communist country with traditional expectations and stereotypes well seated. There is still an important percentage of women staying at home at raising children and men working, taking decisions and being the king of the house. It's already been more than 20 years since the political system changed and things are changing for the better, women are beginning to fight for their independence and they are also starting to have their carrier and feminist expectations. For now women are still being payed less than men, women are still forbidden to occupy men's positions, like engineering or important political positions and I think that we are not going to have a president woman in the next 20 years.",since
1534,French,B2,4.0,Applying to be a fitness trainer,100.0,147.0,fr,"I would like to give my opinion on the presentation of this morning, regarding the future of our company. First of all, I have to admire how the presenter outlined our problems, it was really clear, and gave us a complete overview of the companies issues. One other thing he did well was to offer examples for each key point, as well as pie charts, which was extremely helpful to understand exactly were we are. However, I would have liked it if he'd used bigger or less complicated charts. To be honest, it did not really work as it was for such a small presentation. I either wasn't sure about some solutions he suggested at the end. I was expecting something different. But I am convinced he did a great presentation and gave us all the key points to modify our way to work in the future.",complete
1534,French,B2,4.0,Applying to be a fitness trainer,100.0,147.0,fr,"I would like to give my opinion on the presentation of this morning, regarding the future of our company. First of all, I have to admire how the presenter outlined our problems, it was really clear, and gave us a complete overview of the companies issues. One other thing he did well was to offer examples for each key point, as well as pie charts, which was extremely helpful to understand exactly were we are. However, I would have liked it if he'd used bigger or less complicated charts. To be honest, it did not really work as it was for such a small presentation. I either wasn't sure about some solutions he suggested at the end. I was expecting something different. But I am convinced he did a great presentation and gave us all the key points to modify our way to work in the future.",extremely
1534,French,B2,4.0,Applying to be a fitness trainer,100.0,147.0,fr,"I would like to give my opinion on the presentation of this morning, regarding the future of our company. First of all, I have to admire how the presenter outlined our problems, it was really clear, and gave us a complete overview of the companies issues. One other thing he did well was to offer examples for each key point, as well as pie charts, which was extremely helpful to understand exactly were we are. However, I would have liked it if he'd used bigger or less complicated charts. To be honest, it did not really work as it was for such a small presentation. I either wasn't sure about some solutions he suggested at the end. I was expecting something different. But I am convinced he did a great presentation and gave us all the key points to modify our way to work in the future.",however
1535,French,B2,4.0,Describing a terrifying experience,90.0,187.0,fr,"Actually I consider that my life is pretty good: I have a roof over my head, food on the table. I can watch, hear, walk along the street in a free country. However I have a job that makes sense, life can be hard and stressful. Something is definitely missing in our western society: people always complain about their life. More we have everything we need, more our dissatisfaction rise up. The high quality of our life -with all modern conveniences- doesn't seem to be enough to smile more! What a paradox! Perhaps I'm wrong but I just search now to simplify my way of life...I don't dream about more money, I appreciate a hearty meal shared with friends or family more than buy a new car.Feeling of happiness isn't measured by material possessions. My social life isn't hectic and demanding,I hate every kind of obligations. In business it's important to network whenever possible. Fortunately, my lifestyle is far from those problems. What I need is absolutly less stress. And more time. I like the idea of ""degrowth"", this movement that advocate ""voluntary simplicity "".",consider
1535,French,B2,4.0,Describing a terrifying experience,90.0,187.0,fr,"Actually I consider that my life is pretty good: I have a roof over my head, food on the table. I can watch, hear, walk along the street in a free country. However I have a job that makes sense, life can be hard and stressful. Something is definitely missing in our western society: people always complain about their life. More we have everything we need, more our dissatisfaction rise up. The high quality of our life -with all modern conveniences- doesn't seem to be enough to smile more! What a paradox! Perhaps I'm wrong but I just search now to simplify my way of life...I don't dream about more money, I appreciate a hearty meal shared with friends or family more than buy a new car.Feeling of happiness isn't measured by material possessions. My social life isn't hectic and demanding,I hate every kind of obligations. In business it's important to network whenever possible. Fortunately, my lifestyle is far from those problems. What I need is absolutly less stress. And more time. I like the idea of ""degrowth"", this movement that advocate ""voluntary simplicity "".",however
1535,French,B2,4.0,Describing a terrifying experience,90.0,187.0,fr,"Actually I consider that my life is pretty good: I have a roof over my head, food on the table. I can watch, hear, walk along the street in a free country. However I have a job that makes sense, life can be hard and stressful. Something is definitely missing in our western society: people always complain about their life. More we have everything we need, more our dissatisfaction rise up. The high quality of our life -with all modern conveniences- doesn't seem to be enough to smile more! What a paradox! Perhaps I'm wrong but I just search now to simplify my way of life...I don't dream about more money, I appreciate a hearty meal shared with friends or family more than buy a new car.Feeling of happiness isn't measured by material possessions. My social life isn't hectic and demanding,I hate every kind of obligations. In business it's important to network whenever possible. Fortunately, my lifestyle is far from those problems. What I need is absolutly less stress. And more time. I like the idea of ""degrowth"", this movement that advocate ""voluntary simplicity "".",perhaps
1537,French,B2,4.0,Writing a movie review,90.0,156.0,fr,"Currently, I'm going to a computer programming school. But it wasn't always like this. My initial job was banker. Prior the economic crisis, I studied Finances to became a banker. When the crisis came up and bubble burst, I stayed one year searching a job. It was really difficult for me but I tried to stay courageous. Then, I did a call-center job for few months. Subsequently, I went to England and I worked as commis waiter to improve my English. Soon afterward, I found a job as banker at CIC bank and I worked there for 3 years. But unfortunately, Bank changed much during economic crisis and currently i don't like how this job became. I decided to stop my job to follow Computer programming course. Following my school, I hope to be able to work as computer programmer. I'm very passionate about Computer for my youngness and i hope to realize my dream.",courageous
1538,French,B2,4.0,Finding a home for a wealthy client,90.0,107.0,fr,There was fluctuation between 2004 to 2008 in international book sales.Between 2004-2005 there was a dramatic rise to a figure of 2 million followed by a sharp drop to about 2.75 million.In 2005 book sales fell sharply to about 1 million to a level of 2007 when there was a sharp decrease in sales of about half a million. National sales figures: Between 2004-2005 book sales rose sharply to 1 million. 2005-2006:There was a constant level of sales at 1 million. 2006-2007:sales increased dramatically to around 3 million followed by a sharp drop to one and half million.,decrease
1539,French,B2,4.0,Writing up survey findings,90.0,109.0,fr,"Last year, I went with my family in Vende to go at ""Puy du Fou"". It's a leisure park whose there are many shows in different times. For instance, there are the circus games in antiquity or a spectacle where the vikings attack or again we could visit a french castle in Renaissance times. However, for me the best spectacle is no one of these but it's a show called ""Cinscnie"". ""Cinscnie"" is the biggest night show in the world, it last 1h40. There are 1200 actors and dancers with fireworks. This show is very beautiful and this is for all of these reasons that the show is unique.",however
1540,French,B2,4.0,Proofreading an article,90.0,180.0,fr,"I was working as a chief financial officer for my company since 5 years and everything was going well. Three months ago, we hired a trainee to help me close my financial year. This day he was in my office and wanted me to explain him how the work goes in our company and how all the staff is. He was sitting in front of me and I was standing up with the door in my back. After explaining all the processes of the work, it's come the time to describe the staff. I was describing our general manager when I noticed that I seemed to be quiet embarrassed. I stopped my description and looked behind me: my boss was just here and was looking at me. He was really very upset. In fact my description was a little bit exaggerated, and I was joking about the way he spoke. I tried to explain it to my boss, and after warning me, he told me that my joke was quiet funny. Finally the issue wasn't as grave as I feared.",since
1541,French,B2,4.0,Describing a terrifying experience,95.0,192.0,fr,"I have a really good life. I take care of the people at their home and they seems to be happy. I'm not married and I live in a comfortable house near my parents, so I get to spend time with them. I do not have stress at work and that makes me fell in good health. I haven't time to take summers off. As far as money goes, I occasionally get a little nervous because I have to pay the bill for the house and it's quite expensive. Fortunately, I don't have to live from paycheck to paycheck. The fact is I've got everything I need and more. However, sometimes I fell that someone is missing. You see, I'm single and sometimes I get bored. I wish I had kids but I have to find a girl. Anyway, my social life is rather slow. I wish I had more parties to go on and spend more time in the clubbing. It would be nice if I could meet someone. I do not have mid-life crisis and for me life is good and I'm Learning to enjoy the good things everyday.",however
