sentence_id,l1,cefr,cefr_numeric,topic,grade,wordcount,nationality,text,target_word,register_label,register_markedness_llm,substitution_natural_llm,simpler_alternative_llm,confidence_llm
196,French,B2,4.0,Turning down an invitation,95.0,206.0,fr,"Hello Harry, When you travel in the South West of France and arrive to Arcachon, you will be invited for a dinner by a few friends of mine. I understand that you are a trifle puzzled because each country has its own etiquette but don't worry. Staple rules are the same all over the world. Therefore, I just will give you some advices about a few manners which are perhaps specific for French people. First, you must arrive on time, neither earlier, nor later. As you know, a little gift from South Africa will be appreciated by your host; if they have children, don't forget that parents always like when guests have a thought for them. During the dinner, you will be in danger to be surprised by the food because eating habits are different, but don't bother! If your host serve a typical-like meal, for example oysters ( a speciality of Arcachon), he will know that it's really special and tell you that you may eat no one. Nevertheless, if you can, taste them: he will be happy by seeing that you are interested in our local food. In a nutshell, the golden rule consists in traveling being open minded and showing interest toward others.%%",therefore,neutral essay,0,0,,3
197,French,B2,4.0,Finding a home for a wealthy client,95.0,123.0,fr,"When I was young, I have always wanted to be a surfer, with the long blond haircut, tatoos, muscle. But I am not blond at all, actually brown, and  needles make me scared that's why I don't have any tatoos. Nevertheless, I couldn't envisage my life without trying my old and so pure teenage dream. Therefore, I have started lessons during summer, and step by step, day by day, my will was getting true. After, I have always wanted more, biggest wave, better surfboard, longer haircut. I had a terrible accident which broke my legs and also my heart, because the doctors said that I mustn't take back surf anymore. What a bad dream, fortunately I woke up before my legs surgical operation",therefore,neutral essay,1,0,,3
198,French,B2,4.0,Helping a friend find a job,95.0,91.0,fr,"I was responsible for the coordination between several teams  for the development of a software. The operational officer presented his requests : a reliable product, with no bugs and which works quickly. They didn't have time to lose because of a lack of IT efficiency. But the accountant warned us about the costs' limits : we had to respect the budget granted for these suppliers ! That's why I proposed to automate only the essential tasks, and to carry out manually all the other works. The CEO and the other members accepted my proposal.",accept,news,0,0,,3
198,French,B2,4.0,Helping a friend find a job,95.0,91.0,fr,"I was responsible for the coordination between several teams  for the development of a software. The operational officer presented his requests : a reliable product, with no bugs and which works quickly. They didn't have time to lose because of a lack of IT efficiency. But the accountant warned us about the costs' limits : we had to respect the budget granted for these suppliers ! That's why I proposed to automate only the essential tasks, and to carry out manually all the other works. The CEO and the other members accepted my proposal.",request,news,0,0,,3
199,French,B2,4.0,Helping a friend find a job,90.0,84.0,fr,"Meeting: 20 - Sept, 2013 Place : Paris's Office People who assist the meeting : CF (CEO), FR (COO), DB (Secretary), ML (Share older) Topic: New sponsors for 2014 As we need to improve the technologic research department, we need a new sponsor for 2014. New potential sponsors are from Japan (Mr XX, CEO of XX) and Brasil (Mr XY, private), in adequation with our team members, the board decide to choose Mr XX as an opportunity to develop business projects in Japan in a second time.",assist,academic,0,0,,3
199,French,B2,4.0,Helping a friend find a job,90.0,84.0,fr,"Meeting: 20 - Sept, 2013 Place : Paris's Office People who assist the meeting : CF (CEO), FR (COO), DB (Secretary), ML (Share older) Topic: New sponsors for 2014 As we need to improve the technologic research department, we need a new sponsor for 2014. New potential sponsors are from Japan (Mr XX, CEO of XX) and Brasil (Mr XY, private), in adequation with our team members, the board decide to choose Mr XX as an opportunity to develop business projects in Japan in a second time.",place,academic,0,0,,3
200,French,B2,4.0,Doing a survey about discrimination,95.0,103.0,fr,"What roles do males and females have in my country, I mean, in France? I think relationships between men and women exist with no contentious, in France. Of course, male chauvinism appears sometimes, but generally, males and females share tasks at home. No need having written rules, nor strict agendas. They are compatible and accept to change their role if it's necessary, but the problem is elsewhere. If you look at a picture of parliment. You can see the women are under-represented. A shame! A lot of improvements would be necessary to obtain an equal representation  males/females in high responsability jobs.",accept,neutral essay,1,0,,3
200,French,B2,4.0,Doing a survey about discrimination,95.0,103.0,fr,"What roles do males and females have in my country, I mean, in France? I think relationships between men and women exist with no contentious, in France. Of course, male chauvinism appears sometimes, but generally, males and females share tasks at home. No need having written rules, nor strict agendas. They are compatible and accept to change their role if it's necessary, but the problem is elsewhere. If you look at a picture of parliment. You can see the women are under-represented. A shame! A lot of improvements would be necessary to obtain an equal representation  males/females in high responsability jobs.",appear,neutral essay,1,0,,3
200,French,B2,4.0,Doing a survey about discrimination,95.0,103.0,fr,"What roles do males and females have in my country, I mean, in France? I think relationships between men and women exist with no contentious, in France. Of course, male chauvinism appears sometimes, but generally, males and females share tasks at home. No need having written rules, nor strict agendas. They are compatible and accept to change their role if it's necessary, but the problem is elsewhere. If you look at a picture of parliment. You can see the women are under-represented. A shame! A lot of improvements would be necessary to obtain an equal representation  males/females in high responsability jobs.",obtain,neutral essay,1,0,,3
202,French,B2,4.0,Doing a survey about discrimination,95.0,150.0,fr,"Who could say why there are still so many gender differences in France in 2013? The most visible gender difference is still at work. Most women work today but is is still difficult for them to reach the same level in the hierarchy and to have the same salary for an equal job. Mentality has changed of course. But most women have to take care of their children and it is not easy for them to invest themselves at work as much as men. Nowadays, women have more freedom but as a consequency, there are more and more women who are raising their children alone and are more prone to insecurity. However, which women would like to go back in the 1990s? Today, there are gender equality in the studies and women have much more opportunities than before. Gender differences are decreasing but there are still much room for improvements.",however,neutral essay,0,1,but,3
203,French,B2,4.0,Helping a friend find a job,70.0,92.0,fr,"The purpose of the meeting was to tackle the main issue with Sunset: communication. The CEO asked for solutions. Someone suggested that a new CEO or CFO was a good start. The CFO totally disagreed on that, and so did the COO. However, one executive came up with the idea of communication training, not to take their morale down. The CFO proposed to take this idea one step further and to bring some Sunset's managers over here in order to build relationships with them. They all agreed on this and the CEO",however,news,0,1,however,3
204,French,B2,4.0,Applying to be a fitness trainer,95.0,146.0,fr,"I took the floor in a medical congress to present a new organisational method to bring some help to patients. I had fifteen minutes to present 5 slides. I began with a joke about the place where the congress were. Then, I presentes myself and the three points that I was going to talk about : the key issues, how is working this new organisation, and the first results. I told the congressmates to keep their questions for the end of the presentation. After that, I went on with the slides and explain the differents points. I took care with my speed speech, because I knew I use to speak to fast. I pause sometimes after some important issue to be more compelling. After the last slide presenting a chart of the first results, I told they could ask any questions they would now or by mail.",place,neutral essay,0,0,,3
207,French,B2,4.0,Entering a writing competition,80.0,192.0,fr,"Nowadays, if we want to be succesful, I think we have to work in teams. So the first thing is to build an effective team. How to build it? First we have to look for the good manager. A good manager is a person who can effectively listen to all members, discuss with all of them and bring up the better of each one. He must be impressive and a good communicator. He must analyse each idea and try to incorporate some of them in the company project.  He must keep in touch with all the team members but be careful: too many mails, too many meetings, too many calls can make the members boring. The contacts between each other must be precise, useful and short. . Each team member has different and unique skills. The main role for the manager is to discover what each team member can do. On the other hand the team members must commit to the project. To end, I think the leader must find ways after work to socialize with everyone, to make the members feeling as a family. Why not create team buildings outside the company?",discuss,academic,0,0,,3
208,French,B2,4.0,Turning down an invitation,95.0,195.0,fr,"In France, it's a tradition to invite people for a meal or a party. To make a first good impression, people are supposed to bring wine or flowers. You should also wait to eat until your hosts seat and start eating. It's very important, even if it seems obvious, not to speak the mouth full. In my country the meal is very important. For us it's a time where we can share thoughts, discuss with our family, have a good time. So if you or your child get up without saying the reason, or for the children without asking for an autorisation, it could appear very rude for the other guests. And if you want to show how respectful are your children, it's important to make them follow this advice. If you don't like what is in your plate, it's better to say that you can't eat because for example ""I'm sorry but I can't digest that"" than to say I don't like it. And the better way to please your host, is to eat the meal without saying anything, mostly when you don't like it. Last but not least, smile and enjoy the party.%%",appear,neutral essay,0,0,,3
208,French,B2,4.0,Turning down an invitation,95.0,195.0,fr,"In France, it's a tradition to invite people for a meal or a party. To make a first good impression, people are supposed to bring wine or flowers. You should also wait to eat until your hosts seat and start eating. It's very important, even if it seems obvious, not to speak the mouth full. In my country the meal is very important. For us it's a time where we can share thoughts, discuss with our family, have a good time. So if you or your child get up without saying the reason, or for the children without asking for an autorisation, it could appear very rude for the other guests. And if you want to show how respectful are your children, it's important to make them follow this advice. If you don't like what is in your plate, it's better to say that you can't eat because for example ""I'm sorry but I can't digest that"" than to say I don't like it. And the better way to please your host, is to eat the meal without saying anything, mostly when you don't like it. Last but not least, smile and enjoy the party.%%",discuss,neutral essay,0,0,,3
209,French,B2,4.0,Requesting a bank loan,90.0,117.0,fr,"I don't have a lot of  cash but I'm getting by. The biggest part of my monthly expenses is to reimburse the mortgage and the utilities bills for electricity, water, taxes. The second part is for my horse. Indeed, he lives in the stables and I have to pay his rent ! It is expensive enough and it increases faster than the cost of living. The third part is all the outgoings for ma car. I do many kilometers every day for my job. So, I have many big bills from the garage owner ! Finally, I have to pay food and all the stuff for everyday. At the end of the month, I wait with impatience my salary !",increase,neutral essay,0,0,,3
210,French,B2,4.0,Helping a coworker deal with a phobia,95.0,157.0,fr,"The increase of technology in our lives this last years has completely changed our way of life: even in a restaurant or during some important event you stay connected and focused on your smartphones, watching the news, sending sms, reading your emails.. There were supposed to allow us to have a more social life, but the fact is that we are now so dependent of this machines and of internet that we are not preoccupied anymore of the real life: meeting new people face to face, enjoying a discussion without looking at your phone every two minutes, find your way without a GPS, reading newspapers instead of an application from a newspaper... We forgot how to stay connected to real people in the real life. At the end in one way technology has helped us, on the other hand, it had make us completely dependant on something we might not be able to control anymore on day.",increase,neutral essay,1,0,,3
211,French,B2,4.0,Applying to be a fitness trainer,90.0,180.0,fr,"I recently attended a presentation about the urban development in France.The presenter was the former mayor of Dijon, an important city in France. He was an excellent speaker, like most of the politicians. He spoked , without staring at his notes and looked at people around all the time.His opening was excellent. His first joke, wich worked well was tremendous to grab attention and he gave the audience a very clear plan. On the other hand, he did'nt emphasized enough his main ideas. One thing he could have done differently was to release more facts and figures. He remained at a level of generality. If he had given us more examples, more visuals, or more charts, we would have better remember his main ideas.  As he developped the consequences of urban deccay an the positive perspectives of urban renovation, he delivered a boring speech, without real cities of flesh and blood.I'm still not sure to have understood the purpose of his statement. In the conclusion, he failed to summarize her keypoints.I'm not sure we learned a lot.",remain,academic,0,0,,3
212,French,B2,4.0,Doing a survey about discrimination,80.0,133.0,fr,"In my country of origin there still are enormous differences between genders. It is about an ex-communist country with traditional expectations and stereotypes well seated. There is still an important percentage of women staying at home at raising children and men working, taking decisions and being the king of the house. It's already been more than 20 years since the political system changed and things are changing for the better, women are beginning to fight for their independence and they are also starting to have their carrier and feminist expectations. For now women are still being payed less than men, women are still forbidden to occupy men's positions, like engineering or important political positions and I think that we are not going to have a president woman in the next 20 years.",since,neutral essay,0,0,,3
214,French,B2,4.0,Applying to be a fitness trainer,100.0,147.0,fr,"I would like to give my opinion on the presentation of this morning, regarding the future of our company. First of all, I have to admire how the presenter outlined our problems, it was really clear, and gave us a complete overview of the companies issues. One other thing he did well was to offer examples for each key point, as well as pie charts, which was extremely helpful to understand exactly were we are. However, I would have liked it if he'd used bigger or less complicated charts. To be honest, it did not really work as it was for such a small presentation. I either wasn't sure about some solutions he suggested at the end. I was expecting something different. But I am convinced he did a great presentation and gave us all the key points to modify our way to work in the future.",complete,neutral essay,0,0,,3
214,French,B2,4.0,Applying to be a fitness trainer,100.0,147.0,fr,"I would like to give my opinion on the presentation of this morning, regarding the future of our company. First of all, I have to admire how the presenter outlined our problems, it was really clear, and gave us a complete overview of the companies issues. One other thing he did well was to offer examples for each key point, as well as pie charts, which was extremely helpful to understand exactly were we are. However, I would have liked it if he'd used bigger or less complicated charts. To be honest, it did not really work as it was for such a small presentation. I either wasn't sure about some solutions he suggested at the end. I was expecting something different. But I am convinced he did a great presentation and gave us all the key points to modify our way to work in the future.",extremely,neutral essay,1,1,very,3
214,French,B2,4.0,Applying to be a fitness trainer,100.0,147.0,fr,"I would like to give my opinion on the presentation of this morning, regarding the future of our company. First of all, I have to admire how the presenter outlined our problems, it was really clear, and gave us a complete overview of the companies issues. One other thing he did well was to offer examples for each key point, as well as pie charts, which was extremely helpful to understand exactly were we are. However, I would have liked it if he'd used bigger or less complicated charts. To be honest, it did not really work as it was for such a small presentation. I either wasn't sure about some solutions he suggested at the end. I was expecting something different. But I am convinced he did a great presentation and gave us all the key points to modify our way to work in the future.",however,ambiguous,0,0,,1
215,French,B2,4.0,Describing a terrifying experience,90.0,187.0,fr,"Actually I consider that my life is pretty good: I have a roof over my head, food on the table. I can watch, hear, walk along the street in a free country. However I have a job that makes sense, life can be hard and stressful. Something is definitely missing in our western society: people always complain about their life. More we have everything we need, more our dissatisfaction rise up. The high quality of our life -with all modern conveniences- doesn't seem to be enough to smile more! What a paradox! Perhaps I'm wrong but I just search now to simplify my way of life...I don't dream about more money, I appreciate a hearty meal shared with friends or family more than buy a new car.Feeling of happiness isn't measured by material possessions. My social life isn't hectic and demanding,I hate every kind of obligations. In business it's important to network whenever possible. Fortunately, my lifestyle is far from those problems. What I need is absolutly less stress. And more time. I like the idea of ""degrowth"", this movement that advocate ""voluntary simplicity "".",consider,ambiguous,0,0,,1
215,French,B2,4.0,Describing a terrifying experience,90.0,187.0,fr,"Actually I consider that my life is pretty good: I have a roof over my head, food on the table. I can watch, hear, walk along the street in a free country. However I have a job that makes sense, life can be hard and stressful. Something is definitely missing in our western society: people always complain about their life. More we have everything we need, more our dissatisfaction rise up. The high quality of our life -with all modern conveniences- doesn't seem to be enough to smile more! What a paradox! Perhaps I'm wrong but I just search now to simplify my way of life...I don't dream about more money, I appreciate a hearty meal shared with friends or family more than buy a new car.Feeling of happiness isn't measured by material possessions. My social life isn't hectic and demanding,I hate every kind of obligations. In business it's important to network whenever possible. Fortunately, my lifestyle is far from those problems. What I need is absolutly less stress. And more time. I like the idea of ""degrowth"", this movement that advocate ""voluntary simplicity "".",however,ambiguous,0,0,,1
215,French,B2,4.0,Describing a terrifying experience,90.0,187.0,fr,"Actually I consider that my life is pretty good: I have a roof over my head, food on the table. I can watch, hear, walk along the street in a free country. However I have a job that makes sense, life can be hard and stressful. Something is definitely missing in our western society: people always complain about their life. More we have everything we need, more our dissatisfaction rise up. The high quality of our life -with all modern conveniences- doesn't seem to be enough to smile more! What a paradox! Perhaps I'm wrong but I just search now to simplify my way of life...I don't dream about more money, I appreciate a hearty meal shared with friends or family more than buy a new car.Feeling of happiness isn't measured by material possessions. My social life isn't hectic and demanding,I hate every kind of obligations. In business it's important to network whenever possible. Fortunately, my lifestyle is far from those problems. What I need is absolutly less stress. And more time. I like the idea of ""degrowth"", this movement that advocate ""voluntary simplicity "".",perhaps,ambiguous,0,0,,1
217,French,B2,4.0,Writing a movie review,90.0,156.0,fr,"Currently, I'm going to a computer programming school. But it wasn't always like this. My initial job was banker. Prior the economic crisis, I studied Finances to became a banker. When the crisis came up and bubble burst, I stayed one year searching a job. It was really difficult for me but I tried to stay courageous. Then, I did a call-center job for few months. Subsequently, I went to England and I worked as commis waiter to improve my English. Soon afterward, I found a job as banker at CIC bank and I worked there for 3 years. But unfortunately, Bank changed much during economic crisis and currently i don't like how this job became. I decided to stop my job to follow Computer programming course. Following my school, I hope to be able to work as computer programmer. I'm very passionate about Computer for my youngness and i hope to realize my dream.",courageous,ambiguous,0,0,,1
218,French,B2,4.0,Finding a home for a wealthy client,90.0,107.0,fr,There was fluctuation between 2004 to 2008 in international book sales.Between 2004-2005 there was a dramatic rise to a figure of 2 million followed by a sharp drop to about 2.75 million.In 2005 book sales fell sharply to about 1 million to a level of 2007 when there was a sharp decrease in sales of about half a million. National sales figures: Between 2004-2005 book sales rose sharply to 1 million. 2005-2006:There was a constant level of sales at 1 million. 2006-2007:sales increased dramatically to around 3 million followed by a sharp drop to one and half million.,decrease,academic,1,0,,3
219,French,B2,4.0,Writing up survey findings,90.0,109.0,fr,"Last year, I went with my family in Vende to go at ""Puy du Fou"". It's a leisure park whose there are many shows in different times. For instance, there are the circus games in antiquity or a spectacle where the vikings attack or again we could visit a french castle in Renaissance times. However, for me the best spectacle is no one of these but it's a show called ""Cinscnie"". ""Cinscnie"" is the biggest night show in the world, it last 1h40. There are 1200 actors and dancers with fireworks. This show is very beautiful and this is for all of these reasons that the show is unique.",however,neutral essay,0,0,,3
220,French,B2,4.0,Proofreading an article,90.0,180.0,fr,"I was working as a chief financial officer for my company since 5 years and everything was going well. Three months ago, we hired a trainee to help me close my financial year. This day he was in my office and wanted me to explain him how the work goes in our company and how all the staff is. He was sitting in front of me and I was standing up with the door in my back. After explaining all the processes of the work, it's come the time to describe the staff. I was describing our general manager when I noticed that I seemed to be quiet embarrassed. I stopped my description and looked behind me: my boss was just here and was looking at me. He was really very upset. In fact my description was a little bit exaggerated, and I was joking about the way he spoke. I tried to explain it to my boss, and after warning me, he told me that my joke was quiet funny. Finally the issue wasn't as grave as I feared.",since,neutral essay,0,0,,3
221,French,B2,4.0,Describing a terrifying experience,95.0,192.0,fr,"I have a really good life. I take care of the people at their home and they seems to be happy. I'm not married and I live in a comfortable house near my parents, so I get to spend time with them. I do not have stress at work and that makes me fell in good health. I haven't time to take summers off. As far as money goes, I occasionally get a little nervous because I have to pay the bill for the house and it's quite expensive. Fortunately, I don't have to live from paycheck to paycheck. The fact is I've got everything I need and more. However, sometimes I fell that someone is missing. You see, I'm single and sometimes I get bored. I wish I had kids but I have to find a girl. Anyway, my social life is rather slow. I wish I had more parties to go on and spend more time in the clubbing. It would be nice if I could meet someone. I do not have mid-life crisis and for me life is good and I'm Learning to enjoy the good things everyday.",however,informal,0,0,,3
221,French,B2,4.0,Describing a terrifying experience,95.0,192.0,fr,"I have a really good life. I take care of the people at their home and they seems to be happy. I'm not married and I live in a comfortable house near my parents, so I get to spend time with them. I do not have stress at work and that makes me fell in good health. I haven't time to take summers off. As far as money goes, I occasionally get a little nervous because I have to pay the bill for the house and it's quite expensive. Fortunately, I don't have to live from paycheck to paycheck. The fact is I've got everything I need and more. However, sometimes I fell that someone is missing. You see, I'm single and sometimes I get bored. I wish I had kids but I have to find a girl. Anyway, my social life is rather slow. I wish I had more parties to go on and spend more time in the clubbing. It would be nice if I could meet someone. I do not have mid-life crisis and for me life is good and I'm Learning to enjoy the good things everyday.",occasionally,informal,0,1,sometimes,3
222,French,B2,4.0,Helping a coworker deal with a phobia,95.0,151.0,fr,"Which businessman or even simple traveller has never wished having a gadget enabling him to communicate efficiently in a foreign country?  Today, a response to this request can be given by the Transformer Translator. This new gadget helps in translating 500 useful phrases into 50 languages, which is more than what is offered by other translators such as Teen Translator. The particularity of this product is the stress put on the pronunciation. By using the Transformer Translator, you will not only learn new expressions but also how to pronounce them correctly. This new translator is handheld and more lightweight than the existing ones, what makes it more portable. It's also multi-purpose, so that you can use it for example as a pedometer, a world radio or a currency converter. The last but not least advantage of this item is its cost. This product aims at both high and lower incomes.%%",request,neutral essay,0,0,,3
224,French,B2,4.0,Helping a coworker deal with a phobia,90.0,153.0,fr,"My Smartphone is my best friend; It and me are inseparable. At 7 o'clock, he said me ""wake up"". My first reaction is to throw it in the bedroom. But finally I take it and talk to him ! ""what about the weather ?"" ""What are my appointements today ?"". Since I bought it, I forgot all phone numbers, all addresses, the subway plan. Since I bought it, I have no pen, no paper in my bag. I need to purchase something ? I note it on my smartphone ! It is my memory ! Until the black day, when a black screen don't awaked me in the morning, when the same black screen has forgot my doctor's appointement and don't say me to buy milk. It the same day that I realized that I need seriously to begin a cure detox. Then my friend and me are separate all day from 9 pm. Until 7 am of course.",purchase,informal,1,1,bought,3
224,French,B2,4.0,Helping a coworker deal with a phobia,90.0,153.0,fr,"My Smartphone is my best friend; It and me are inseparable. At 7 o'clock, he said me ""wake up"". My first reaction is to throw it in the bedroom. But finally I take it and talk to him ! ""what about the weather ?"" ""What are my appointements today ?"". Since I bought it, I forgot all phone numbers, all addresses, the subway plan. Since I bought it, I have no pen, no paper in my bag. I need to purchase something ? I note it on my smartphone ! It is my memory ! Until the black day, when a black screen don't awaked me in the morning, when the same black screen has forgot my doctor's appointement and don't say me to buy milk. It the same day that I realized that I need seriously to begin a cure detox. Then my friend and me are separate all day from 9 pm. Until 7 am of course.",since,informal,0,0,,3
228,French,B2,4.0,Writing up survey findings,95.0,159.0,fr,"My wife and I went recently to a performance art. It was a special music show. It was special for many reasons. First, the performance took place in a barn, in a farm. The atmosphere was cheerful. There were two singers. The first one was a woman. She sang several sings very funny and she was joking between each songs. The second singer was a man. It was unique. He sang songs with differents instruments as trumpet, sax, or guitar. He was changing his dress between each song, to be closer with the kind of song he was singing. That was very funny. He also imitated some well known french singers. He did it very well. We laughed a lot. We have liked very much this performance. It was well worth the money. After this evening, we wanted to go on to others performances. We had stopped to go out until this evening, owing to our schedules very busy.",place,neutral essay,0,0,,3
229,French,B2,4.0,Writing up survey findings,80.0,211.0,fr,"One of the most fascinating performing art in Paris is the the world renowned Opera ballet corp.It's the heir of the royal ballet but it has its currently form since the Second Empire. Around one hundred dancers leaded by the Etoiles play the most famous clasical ballets, like The Swan Lake or Nutcracker. It's a marvelous experience to see dancer moving on the floor as lightly as a bird. There absolutely nothing else like these women wearing tutus and pointe shoes playing the Pas de deux accompagnied by Tchakovsky's great music. The Marius Petipa's choreography is amazing, the costumes are exquisite, the body language of the dancers is marvelous. If you get in the right mood, you feel being in a dream, you feel even being a part of the dream. It's truly a masterpiece. It's well worth his money and his time. It's an unique testimony to the french culture and ancient european way of life. And the fabulous landmark of the Opera itself makes this unique. Most of people who have never been to a ballet befor want to go back to such a spectacle. But afterward, il they go and see another company, they can be a bit disappointed.%% French dancers are probably unrivaled in the world.",ancient,neutral essay,0,0,,3
229,French,B2,4.0,Writing up survey findings,80.0,211.0,fr,"One of the most fascinating performing art in Paris is the the world renowned Opera ballet corp.It's the heir of the royal ballet but it has its currently form since the Second Empire. Around one hundred dancers leaded by the Etoiles play the most famous clasical ballets, like The Swan Lake or Nutcracker. It's a marvelous experience to see dancer moving on the floor as lightly as a bird. There absolutely nothing else like these women wearing tutus and pointe shoes playing the Pas de deux accompagnied by Tchakovsky's great music. The Marius Petipa's choreography is amazing, the costumes are exquisite, the body language of the dancers is marvelous. If you get in the right mood, you feel being in a dream, you feel even being a part of the dream. It's truly a masterpiece. It's well worth his money and his time. It's an unique testimony to the french culture and ancient european way of life. And the fabulous landmark of the Opera itself makes this unique. Most of people who have never been to a ballet befor want to go back to such a spectacle. But afterward, il they go and see another company, they can be a bit disappointed.%% French dancers are probably unrivaled in the world.",perform,neutral essay,1,0,,3
229,French,B2,4.0,Writing up survey findings,80.0,211.0,fr,"One of the most fascinating performing art in Paris is the the world renowned Opera ballet corp.It's the heir of the royal ballet but it has its currently form since the Second Empire. Around one hundred dancers leaded by the Etoiles play the most famous clasical ballets, like The Swan Lake or Nutcracker. It's a marvelous experience to see dancer moving on the floor as lightly as a bird. There absolutely nothing else like these women wearing tutus and pointe shoes playing the Pas de deux accompagnied by Tchakovsky's great music. The Marius Petipa's choreography is amazing, the costumes are exquisite, the body language of the dancers is marvelous. If you get in the right mood, you feel being in a dream, you feel even being a part of the dream. It's truly a masterpiece. It's well worth his money and his time. It's an unique testimony to the french culture and ancient european way of life. And the fabulous landmark of the Opera itself makes this unique. Most of people who have never been to a ballet befor want to go back to such a spectacle. But afterward, il they go and see another company, they can be a bit disappointed.%% French dancers are probably unrivaled in the world.",since,neutral essay,0,0,,3
230,French,B2,4.0,Entering a writing competition,80.0,208.0,fr,"French companies are facing aggressive competition of German firms. In order to deal with this new situation, we need to carry out a strategic analysis. I mean, we should evaluate our strengths and weakness. The first thing is to build an analyst team bringing together employees from all departments of our company. Each one should make a list of issues which seem being relevant and making sense. Our job, as managers, would be to make sure that all the major questions are covered. Then I suggest to appoint one person to be in charge of every main topic. He or her should gather information and ideas in his or her department and summarize it. Once we'll have got back all the surveys, we'll be able to write a guideline on the main issues. This paper will have to be release as broadly as possible. To be effective, it will have to be reviewed frequently. When the entire staff will identify our strengths and weaknesses, it will become more aware of the threats and it will accept more easily to make sacrifices which necessarily includes working harder and longer. From my point of view, this analysis built by the whole staff is the best way to prevent upcoming troubles.%%",accept,academic,0,0,,3
230,French,B2,4.0,Entering a writing competition,80.0,208.0,fr,"French companies are facing aggressive competition of German firms. In order to deal with this new situation, we need to carry out a strategic analysis. I mean, we should evaluate our strengths and weakness. The first thing is to build an analyst team bringing together employees from all departments of our company. Each one should make a list of issues which seem being relevant and making sense. Our job, as managers, would be to make sure that all the major questions are covered. Then I suggest to appoint one person to be in charge of every main topic. He or her should gather information and ideas in his or her department and summarize it. Once we'll have got back all the surveys, we'll be able to write a guideline on the main issues. This paper will have to be release as broadly as possible. To be effective, it will have to be reviewed frequently. When the entire staff will identify our strengths and weaknesses, it will become more aware of the threats and it will accept more easily to make sacrifices which necessarily includes working harder and longer. From my point of view, this analysis built by the whole staff is the best way to prevent upcoming troubles.%%",frequently,academic,0,0,,3
231,French,B2,4.0,Doing a survey about discrimination,90.0,170.0,fr,"On a legal point of view, there remains in France no differences between men and women. They can both play key leading roles in business and politics. But we have to come to terms with the fact that there are fewer women having top management responsabilities. Why ? It's probably due to the weight of history, to an old tradition of women helping the professional life of their husband. But that doesn't explain why, at the same level, women earn in average ten or twenty percent less than their husband. They usually pass the same exams than men, sometimes more brightly. They have got the same skills and are offen very talented.  They are good at running people and business. But they don't get to the top. Today, when you work in politics or business at A Level, you almost never hear chauvinist talks or thaughts. it's more subtle and insidious.The glass ceiling exists, but nobody is able to say what are the true reasons to explain this deplorable mess.",remain,neutral essay,0,0,,3
232,French,B2,4.0,Doing a survey about discrimination,95.0,100.0,fr,"Why there are the differences between the genders? I like the questions. But I prefer the response. Generally, in the history, we have many examples. In any times and in all the country it is a good  subject for the writers, for the scientists, the artists. Women's comportment and men's comportment is not the same. The brains are probably different. But the differences attract, are necessary. The picture is complete, and the result is wonderful. Now, the democracy is on the top, we declare the liberty, we declare the equality  for women and man, but it is really the truth",complete,neutral essay,1,0,,3
233,French,B2,4.0,Doing a survey about discrimination,90.0,108.0,fr,"In France, despite of the rules wich oblige employers to pay women and men equally for the same job, a very big salary diffrences remain. Indeed, men earn nearly 10% more than a women for exactly the same job and assignments despite of the law!! Is it normal and fair ? No it isn't. We, woman have a lot of fights to make before to get the equality. Despite of the law, men are always thinking that we don't deserve the same salary even if we work more !! How hypocrit is it ! What an unfair fact ! We have to fight for our rights and to change minds and habits!",remain,news,1,1,remains,3
234,French,B2,4.0,Doing a survey about discrimination,100.0,91.0,fr,"Are women satisfied with their roles in UK society? Not yet. There is still some way to go before there can be true gender equality in the United Kingdom.As recently as 2010, men earned, on average, over 10 percent more than women. Many women complain of a ""glass ceiling"" in their chosen careers. They question why, simply because of their gender, they can rise only to a certain level, and find the positions above them almost always taken by men. Gender equality is still a big issue in the UK.",certain,academic,1,0,,3
239,French,B2,4.0,Helping a coworker deal with a phobia,80.0,152.0,fr,"Today in the globalized wold we need to be present in different places , we need to be connected with many people in many areas in the wold in due time and we need to be informed about  any opportunities , problems . all that  constraint  demonstrate the importance  of the technology in our day to day activities. The technology facilitates  our  life , allows us to be  anywhere , anytime . It makes our work easier , rapid and efficient.  We ca't imagine the life professionally and privately speaking without technology. OF course there are Somme negative impact that we have to manage. I mean we have to avoid using  it systematically and without interest  and become dependent of technology . An other thing is about the use of technology by our chilriden especially those who are very young. IT seems that today it possible to get some specific equipment  to limit the access to bad or dangerous sites .",demonstrate,informal,0,0,,3
239,French,B2,4.0,Helping a coworker deal with a phobia,80.0,152.0,fr,"Today in the globalized wold we need to be present in different places , we need to be connected with many people in many areas in the wold in due time and we need to be informed about  any opportunities , problems . all that  constraint  demonstrate the importance  of the technology in our day to day activities. The technology facilitates  our  life , allows us to be  anywhere , anytime . It makes our work easier , rapid and efficient.  We ca't imagine the life professionally and privately speaking without technology. OF course there are Somme negative impact that we have to manage. I mean we have to avoid using  it systematically and without interest  and become dependent of technology . An other thing is about the use of technology by our chilriden especially those who are very young. IT seems that today it possible to get some specific equipment  to limit the access to bad or dangerous sites .",inform,informal,0,0,,3
